graph_id,anomaly_score,threshold,is_anomalous,timestamp
graph_1770876791043,69.435283,2.5,True,1770876805493
graph_1770876801061,27.335936,2.5,True,1770876805503
graph_1770876805510,5.264705,2.5,True,1770876805566
graph_1770876805521,5.12184,2.5,True,1770876805585
graph_1770876805541,4.571029,2.5,True,1770876805611
